iter	Passed	Remaining
148	305	1743
149	306	1736
150	307	1731
151	308	1723
152	310	1716
153	311	1708
154	312	1702
155	313	1696
156	314	1690
157	315	1683
158	316	1676
159	317	1669
160	319	1663
161	320	1657
162	321	1651
163	322	1645
164	323	1639
165	325	1633
166	326	1627
167	327	1621
168	328	1615
169	329	1608
170	330	1603
171	331	1597
172	332	1591
173	333	1584
174	335	1579
175	336	1574
176	337	1570
177	338	1564
178	339	1559
179	341	1553
180	341	1546
181	342	1540
182	343	1535
183	345	1530
184	346	1524
185	347	1519
186	348	1514
187	349	1509
188	350	1503
189	351	1498
190	352	1494
191	353	1489
192	355	1484
193	356	1479
194	357	1474
195	358	1470
196	359	1465
197	360	1460
198	361	1455
199	362	1451
200	364	1447
201	365	1442
202	366	1438
203	367	1434
204	368	1430
205	370	1426
206	371	1421
207	372	1417
208	373	1412
209	374	1408
210	375	1404
211	376	1400
212	377	1395
213	378	1391
214	379	1386
215	380	1382
216	381	1378
217	383	1374
218	384	1370
219	385	1365
220	386	1361
221	387	1357
222	388	1353
223	389	1349
224	390	1345
225	391	1341
226	392	1337
227	393	1333
228	394	1329
229	395	1325
230	396	1321
231	398	1317
232	399	1313
233	400	1310
234	401	1306
235	402	1302
236	403	1298
237	404	1294
238	405	1291
239	406	1287
240	407	1283
241	408	1279
242	409	1275
243	410	1272
244	411	1268
245	412	1265
246	414	1263
247	415	1259
248	416	1256
249	417	1252
250	418	1249
251	419	1246
252	420	1243
253	422	1239
254	423	1236
255	424	1233
256	425	1229
257	426	1227
258	427	1224
259	429	1221
260	430	1218
261	431	1214
262	432	1211
263	433	1208
264	434	1205
265	435	1202
266	436	1198
267	437	1195
268	438	1192
269	440	1189
270	441	1187
271	442	1184
272	443	1181
273	444	1178
274	445	1175
275	446	1171
276	447	1169
277	449	1166
278	450	1163
279	451	1160
280	452	1157
281	453	1154
282	454	1151
283	455	1148
284	456	1145
285	458	1143
286	459	1140
287	460	1137
288	461	1135
289	462	1132
290	463	1129
291	464	1126
292	465	1124
293	466	1121
294	468	1118
295	469	1115
296	470	1113
297	471	1111
298	472	1108
299	474	1106
300	475	1104
301	477	1102
302	478	1100
303	480	1100
304	482	1098
305	483	1096
306	484	1094
307	486	1092
308	487	1089
309	488	1087
310	490	1085
311	491	1083
312	492	1081
313	494	1079
314	495	1077
315	497	1076
316	498	1074
317	499	1071
318	500	1069
319	501	1066
320	502	1063
321	504	1061
322	505	1059
323	506	1057
324	507	1054
325	509	1052
326	510	1050
327	511	1048
328	513	1046
329	514	1045
330	516	1042
331	517	1040
332	518	1038
333	519	1036
334	521	1034
335	522	1032
336	524	1031
337	525	1029
338	526	1026
339	527	1024
340	528	1022
341	530	1020
342	531	1018
343	532	1015
344	534	1013
345	535	1011
346	536	1009
347	537	1007
348	538	1005
349	540	1003
350	541	1000
351	542	998
352	543	996
353	545	994
354	546	992
355	547	990
356	548	987
357	550	986
358	551	984
359	552	982
360	553	980
361	555	978
362	556	976
363	557	973
364	558	971
365	559	969
366	560	967
367	561	964
368	563	962
369	564	961
370	566	959
371	567	957
372	568	955
373	569	953
374	570	951
375	572	949
376	573	947
377	574	944
378	575	942
379	576	940
380	577	938
381	579	937
382	581	936
383	582	934
384	583	932
385	584	930
386	586	928
387	587	926
388	588	924
389	589	922
390	591	920
391	592	918
392	593	916
393	595	916
394	596	913
395	598	912
396	599	910
397	600	908
398	601	906
399	602	904
400	603	902
401	605	900
402	606	898
403	607	895
404	608	893
405	610	893
406	611	891
407	613	890
408	614	888
409	615	886
410	617	884
411	618	882
412	619	880
413	620	878
414	622	876
415	623	874
416	625	874
417	626	872
418	628	870
419	629	869
420	630	867
421	632	865
422	633	863
423	634	861
424	635	859
425	636	857
426	637	855
427	638	853
428	641	854
429	643	852
430	644	850
431	645	848
432	646	846
433	647	844
434	648	842
435	649	840
436	650	838
437	651	836
438	653	834
439	654	832
440	657	834
441	659	832
442	660	830
443	661	828
444	663	826
445	664	825
446	665	823
447	666	821
448	668	819
449	669	817
450	670	816
451	672	815
452	674	814
453	675	812
454	676	810
455	678	808
456	679	806
457	680	805
458	681	803
459	683	801
460	684	799
461	685	798
462	687	797
463	688	795
464	690	794
465	691	792
466	693	791
467	694	789
468	695	787
469	697	786
470	698	784
471	699	782
472	701	781
473	702	780
474	704	778
475	705	777
476	707	775
477	708	773
478	709	771
479	710	769
480	711	767
481	712	766
482	713	764
483	715	762
484	717	761
485	718	759
486	719	757
487	720	756
488	721	754
489	723	752
490	724	750
491	725	748
492	726	747
493	727	745
494	728	743
495	729	741
496	731	740
497	732	738
498	734	737
499	735	735
500	736	733
501	737	731
502	739	730
503	740	728
504	741	726
505	742	724
506	743	723
507	744	721
508	747	720
509	748	719
510	749	717
511	750	715
512	752	714
513	753	712
514	754	710
515	755	708
516	756	706
517	757	705
518	759	703
519	760	701
520	762	701
521	763	699
522	765	697
523	766	696
524	767	694
525	768	692
526	769	690
527	770	689
528	771	687
529	773	685
530	774	684
531	775	682
532	778	681
533	779	680
534	780	678
535	781	676
536	782	674
537	783	673
538	784	671
539	785	669
540	787	667
541	788	665
542	789	664
543	790	662
544	792	661
545	793	660
546	795	658
547	796	656
548	797	654
549	798	653
550	799	651
551	800	649
552	801	648
553	802	646
554	803	644
555	805	642
556	806	641
557	807	639
558	808	638
559	810	636
560	811	634
561	812	633
562	813	631
563	814	629
564	815	628
565	816	626
566	818	625
567	819	623
568	820	621
569	822	620
570	823	619
571	825	617
572	826	615
573	827	614
574	828	612
575	830	611
576	831	609
577	832	607
578	833	606
579	834	604
580	836	603
581	838	601
582	839	600
583	840	598
584	842	597
585	843	596
586	845	594
587	846	593
588	847	591
589	849	590
590	850	588
591	851	586
592	853	585
593	854	583
594	855	582
595	856	580
596	858	579
597	859	577
598	860	575
599	861	574
600	862	572
601	863	570
602	864	569
603	865	567
604	867	566
605	868	564
606	870	563
607	871	561
608	872	560
609	873	558
610	874	556
611	875	554
612	876	553
613	877	551
614	878	549
615	879	548
616	880	546
617	881	545
618	883	544
619	884	542
620	886	540
621	887	539
622	888	537
623	889	536
624	890	534
625	891	532
626	892	531
627	894	529
628	895	527
629	896	526
630	898	525
631	900	524
632	901	522
633	902	521
634	903	519
635	905	518
636	906	516
637	907	514
638	908	513
639	909	511
640	910	509
641	911	508
642	913	507
643	915	506
644	916	504
645	917	502
646	918	501
647	920	499
648	921	498
649	922	496
650	923	495
651	925	493
652	926	492
653	927	490
654	929	489
655	931	488
656	932	486
657	934	485
658	935	484
659	937	482
660	939	481
661	940	480
662	941	478
663	943	477
664	945	476
665	947	474
666	948	473
667	950	472
668	951	470
669	952	469
670	954	467
671	955	466
672	956	464
673	958	463
674	959	462
675	961	460
676	962	459
677	963	457
678	965	456
679	966	454
680	967	453
681	968	451
682	970	450
683	971	448
684	972	447
685	974	446
686	976	444
687	977	443
688	978	441
689	980	440
690	981	438
691	982	437
692	983	435
693	984	434
694	986	432
695	987	431
696	989	430
697	991	428
698	992	427
699	993	425
700	995	424
701	996	422
702	997	421
703	999	420
704	1000	418
705	1001	416
706	1002	415
707	1003	413
708	1006	412
709	1007	411
710	1008	409
711	1009	408
712	1010	406
713	1011	405
714	1012	403
715	1014	402
716	1015	400
717	1016	399
718	1017	397
719	1019	396
720	1021	395
721	1022	393
722	1023	392
723	1025	390
724	1026	389
725	1027	387
726	1028	386
727	1029	384
728	1030	383
729	1031	381
730	1032	380
731	1035	379
732	1037	377
733	1038	376
734	1039	374
735	1040	373
736	1041	371
737	1042	370
738	1044	368
739	1045	367
740	1046	365
741	1047	364
742	1048	362
743	1050	361
744	1051	359
745	1052	358
746	1053	356
747	1055	355
748	1056	354
749	1057	352
750	1058	350
751	1059	349
752	1060	347
753	1062	346
754	1064	345
755	1066	344
756	1067	342
757	1068	341
758	1070	339
759	1071	338
760	1072	336
761	1074	335
762	1075	334
763	1076	332
764	1077	331
765	1079	329
766	1080	328
767	1081	326
768	1083	325
769	1084	323
770	1085	322
771	1086	321
772	1088	319
773	1089	318
774	1090	316
775	1091	315
776	1093	313
777	1095	312
778	1096	311
779	1098	309
780	1099	308
781	1100	306
782	1101	305
783	1103	303
784	1104	302
785	1105	301
786	1106	299
787	1108	298
788	1109	296
789	1111	295
790	1112	293
791	1113	292
792	1115	291
793	1116	289
794	1117	288
795	1118	286
796	1119	285
797	1121	283
798	1122	282
799	1123	280
800	1126	279
801	1127	278
802	1128	276
803	1130	275
804	1132	274
805	1133	272
806	1134	271
807	1135	269
808	1137	268
809	1138	267
810	1141	265
811	1142	264
812	1143	262
813	1144	261
814	1145	260
815	1147	258
816	1148	257
817	1149	255
818	1150	254
819	1151	252
820	1153	251
821	1154	249
822	1156	248
823	1157	247
824	1159	245
825	1160	244
826	1161	242
827	1164	241
828	1165	240
829	1166	238
830	1167	237
831	1169	236
832	1172	234
833	1173	233
834	1175	232
835	1178	231
836	1180	229
837	1181	228
838	1182	226
839	1183	225
840	1184	224
841	1188	222
842	1190	221
843	1192	220
844	1193	218
845	1195	217
846	1196	216
847	1198	214
848	1200	213
849	1202	212
850	1203	210
851	1205	209
852	1206	207
853	1207	206
854	1209	205
855	1210	203
856	1211	202
857	1212	200
858	1214	199
859	1215	197
860	1216	196
861	1218	195
862	1219	193
863	1220	192
864	1224	191
865	1225	189
866	1227	188
867	1228	186
868	1231	185
869	1232	184
870	1233	182
871	1235	181
872	1238	180
873	1239	178
874	1240	177
875	1242	175
876	1243	174
877	1244	172
878	1245	171
879	1246	169
880	1248	168
881	1249	167
882	1251	165
883	1252	164
884	1253	162
885	1255	161
886	1256	160
887	1257	158
888	1258	157
889	1259	155
890	1260	154
891	1262	152
892	1263	151
893	1265	150
894	1266	148
895	1268	147
896	1269	145
897	1270	144
898	1271	142
899	1272	141
900	1274	139
901	1275	138
902	1276	137
903	1278	135
904	1279	134
905	1280	132
906	1281	131
907	1282	129
908	1284	128
909	1285	127
910	1286	125
911	1287	124
912	1288	122
913	1289	121
914	1290	119
915	1293	118
916	1294	117
917	1297	115
918	1298	114
919	1299	113
920	1300	111
921	1301	110
922	1302	108
923	1303	107
924	1304	105
925	1305	104
926	1307	102
927	1308	101
928	1310	100
929	1311	98
930	1312	97
931	1314	95
932	1315	94
933	1316	93
934	1317	91
935	1318	90
936	1319	88
937	1320	87
938	1321	85
939	1323	84
940	1325	83
941	1326	81
942	1327	80
943	1328	78
944	1329	77
945	1330	75
946	1332	74
947	1333	73
948	1334	71
949	1335	70
950	1336	68
951	1338	67
952	1339	66
953	1341	64
954	1342	63
955	1343	61
956	1344	60
957	1345	58
958	1346	57
959	1347	56
960	1349	54
961	1350	53
962	1351	51
963	1354	50
964	1355	49
965	1357	47
966	1358	46
967	1359	44
968	1360	43
969	1361	42
970	1362	40
971	1363	39
972	1365	37
973	1366	36
974	1368	35
975	1369	33
976	1370	32
977	1372	30
978	1373	29
979	1374	28
980	1375	26
981	1376	25
982	1377	23
983	1378	22
984	1379	21
985	1380	19
986	1381	18
987	1383	16
988	1384	15
989	1386	14
990	1387	12
991	1388	11
992	1389	9
993	1390	8
994	1391	6
995	1392	5
996	1393	4
997	1394	2
998	1396	1
999	1397	0
